C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2019-10-24T00:00:00.000Z,-0.6549181938171387,1,-0.2239167114992331,0.3297502446220983,1230,0,-0.33607855439186096,-0.50629723072052,0.4369547963142395,4.796747967479678
2019-10-26T00:00:00.000Z,-0.6577007174491882,0.9780420660972595,-0.23230872408986616,0.2731565853342894,1230,0,-0.3190145194530487,-0.4761904776096344,0.2484002262353897,2.2764227642276436
2019-10-29T00:00:00.000Z,-0.3634887635707855,0.3433600664138794,0.04904539954985937,0.08666337653256163,1230,0,0.06541471183300018,-0.06922166049480438,0.13912281394004822,100
2019-10-31T00:00:00.000Z,-0.6960498690605164,1,-0.24516941734581993,0.3314983563098812,1230,0,-0.35174262523651123,-0.5324800610542297,0.26817288994789124,0.4065040650406502
2019-11-03T00:00:00.000Z,-0.12056596577167511,0.08946628868579865,0.0162631108589385,0.026844471158292606,1230,0,0.01995847374200821,-0.01869434490799904,0.045737139880657196,100
2019-11-05T00:00:00.000Z,-0.34827449917793274,0.24602967500686646,-0.07334239802576935,0.11125001039093234,1230,0,-0.08948087692260742,-0.1978951394557953,0.11821211874485016,5.6097560975609735
2019-11-08T00:00:00.000Z,-0.42341041564941406,0.4067067801952362,-0.11782786952643047,0.14419507399385154,1230,0,-0.15092290937900543,-0.2690029740333557,0.08261933922767639,32.27642276422766
2019-11-10T00:00:00.000Z,-0.6982880234718323,1,-0.25983821394213424,0.3161815076311764,1230,0,-0.3412916958332062,-0.5022152662277222,0.08870115876197815,0
2019-11-13T00:00:00.000Z,-0.4121621549129486,0.290798157453537,-0.1327553843594311,0.10071455256733368,1230,0,-0.14782261848449707,-0.23638640344142914,-0.007786885369569063,86.99186991869908
2019-11-15T00:00:00.000Z,-0.7927232384681702,1,-0.30125046202655464,0.37683737853926363,1230,0,-0.4057174324989319,-0.5922810435295105,0.039246466010808945,0
2019-11-18T00:00:00.000Z,-0.7106109261512756,1,-0.27522318447368394,0.3018968598224602,1230,0,-0.34973853826522827,-0.49923115968704224,-0.0023612750228494406,0
2019-11-20T00:00:00.000Z,-0.7027567028999329,1,-0.27153951949023497,0.2796733289051516,1230,0,-0.3404940962791443,-0.48435869812965393,-0.010204081423580647,0
2019-11-23T00:00:00.000Z,-0.7590138912200928,0.8381502628326416,-0.24888208809524484,0.2410672416868743,1230,0,-0.3080076575279236,-0.47700631618499756,0.04313960298895836,98.37398373983734
2019-11-25T00:00:00.000Z,-0.3057998716831207,0.32298412919044495,0.05899546941537862,0.05501538535933974,1230,0,0.06764636933803558,-0.011632069014012814,0.11222906410694122,100
2019-11-28T00:00:00.000Z,-0.628095805644989,0.8042474389076233,-0.24637132506908427,0.2134207799596802,1230,0,-0.297537624835968,-0.41370487213134766,-0.025641025975346565,0
2019-11-30T00:00:00.000Z,-0.3834850788116455,0.28483834862709045,-0.14295284423576807,0.11144557348938434,1230,0,-0.15351612865924835,-0.2760736048221588,-0.0015498535940423608,20.081300813008127
2019-12-03T00:00:00.000Z,-0.7218873500823975,1,-0.3015992922223802,0.27119911347032144,1230,0,-0.3789346218109131,-0.5047568678855896,-0.046783626079559326,0
2019-12-05T00:00:00.000Z,-0.6293119788169861,0.8134528994560242,-0.25550114610137753,0.21801028404705064,1230,0,-0.3202712833881378,-0.42533424496650696,-0.029955947771668434,37.15447154471548
2019-12-08T00:00:00.000Z,-0.47461459040641785,0.25011515617370605,-0.20670623245705355,0.12207668514288396,1230,0,-0.2409839928150177,-0.3074153959751129,-0.030020013451576233,0.2439024390243904
2019-12-10T00:00:00.000Z,-0.5711106657981873,0.46728354692459106,-0.25707479499439445,0.17370913925967937,1230,0,-0.3098236918449402,-0.39785993099212646,-0.0461278036236763,0
2019-12-13T00:00:00.000Z,-0.1342969834804535,0.39516758918762207,0.04529752781275644,0.05435360682392256,1230,0,0.04323701933026314,-0.017829667776823044,0.10868287831544876,100
2019-12-15T00:00:00.000Z,-0.2553054690361023,0.4991118907928467,-0.03485912993290971,0.074745689312728,1230,0,-0.032192427664995193,-0.12984710931777954,0.05572289228439331,0
2019-12-18T00:00:00.000Z,-0.35175570845603943,0.3771112859249115,0.03896860825093096,0.06337422850197204,1230,0,0.04072831943631172,-0.023144306614995003,0.10176877677440643,100
2019-12-20T00:00:00.000Z,-0.23662631213665009,-0.03992810472846031,-0.11829239362926507,0.03979817440845774,1230,0,-0.10977987945079803,-0.17624719440937042,-0.07296457141637802,100
2019-12-23T00:00:00.000Z,-0.7241379022598267,1,-0.3008966118566748,0.288109415449837,1230,0,-0.3800962269306183,-0.5224385857582092,-0.032620131969451904,0
2019-12-25T00:00:00.000Z,-0.05721784755587578,0.07209964096546173,0.0008800636935608592,0.02054644334518385,1230,0,0.00010619092790875584,-0.024823278188705444,0.02857142873108387,100
2019-12-28T00:00:00.000Z,-0.014027767814695835,0.07365898042917252,0.035581899857114456,0.012556645839003903,1230,0,0.035668306052684784,0.019643396139144897,0.05165843293070793,100
2019-12-30T00:00:00.000Z,-0.0867428109049797,0.16096530854701996,0.03227899589848706,0.021196938928316367,1230,0,0.034700315445661545,0.006396843586117029,0.05534825846552849,100
2020-01-02T00:00:00.000Z,-0.43244749307632446,0.21444953978061676,-0.061257209698184614,0.09229092673158878,1230,0,-0.050773195922374725,-0.17310981452465057,0.04121965169906616,96.58536585365866
2020-01-04T00:00:00.000Z,0.06745047122240067,0.37185537815093994,0.19386557373331822,0.03647006643533972,1230,0,0.19274376332759857,0.1497226059436798,0.23930977284908295,100
2020-01-07T00:00:00.000Z,-0.6394160389900208,0.967117965221405,-0.29601079880016695,0.25983002587409176,1230,0,-0.3567415773868561,-0.5141676664352417,-0.05674773454666138,0
2020-01-09T00:00:00.000Z,-0.1860068291425705,0.30687153339385986,0.044214273637819136,0.05853855573589861,1230,0,0.04486456140875816,-0.028077753260731697,0.11176470667123795,100
2020-01-12T00:00:00.000Z,-0.6519688963890076,0.9635949730873108,-0.3082419679658222,0.26149817893418137,1230,0,-0.36329588294029236,-0.5355678796768188,-0.06985832750797272,0
2020-01-14T00:00:00.000Z,-0.05320372059941292,0.10697373747825623,0.036719588363479036,0.0193377475572534,1230,0,0.036741528660058975,0.01248835027217865,0.060797713696956635,100
2020-01-17T00:00:00.000Z,-0.1174139752984047,0.23805342614650726,0.05430956597197592,0.04482562934937093,1230,0,0.055219616740942,-0.0035955056082457304,0.10841602087020874,100
2020-01-19T00:00:00.000Z,-0.17636021971702576,0.3298492431640625,-0.007826318673152283,0.05579665366871983,1230,0,-0.012484326027333736,-0.07154764980077744,0.06477613747119904,100
2020-01-22T00:00:00.000Z,-0.7798827290534973,1,-0.33367141098755626,0.3653603563652038,1230,0,-0.4141894578933716,-0.6466234922409058,-0.010320478118956089,0
2020-01-24T00:00:00.000Z,-0.7163029313087463,1,-0.3159982054925906,0.28752002496125023,1230,0,-0.37210798263549805,-0.5726987719535828,-0.049833886325359344,39.674796747967484
2020-01-27T00:00:00.000Z,-0.7491379380226135,1,-0.3184256917549054,0.2841137748634366,1230,0,-0.37055838108062744,-0.5825872421264648,-0.045469630509614944,0
2020-01-29T00:00:00.000Z,-0.7019513249397278,1,-0.2192830002087447,0.27534824860814733,1230,0,-0.2783227562904358,-0.4871561825275421,0.04884318634867668,24.471544715447138
2020-02-01T00:00:00.000Z,-0.753751277923584,0.8052775263786316,-0.3267285735335019,0.26072922052486697,1230,0,-0.37053704261779785,-0.5797511339187622,-0.061648279428482056,0
2020-02-03T00:00:00.000Z,-0.8276122212409973,1,-0.340879731646141,0.35747859604353033,1230,0,-0.41334861516952515,-0.647007405757904,-0.0528118759393692,0
2020-02-06T00:00:00.000Z,-0.7910679578781128,1,-0.3461237878030172,0.3014779432501863,1230,0,-0.4048130512237549,-0.6221609115600586,-0.00037243947735987604,0
2020-02-08T00:00:00.000Z,-0.7736786007881165,1,-0.30443683492315066,0.33533306701539334,1230,0,-0.38144001364707947,-0.6006110906600952,0.18949881196022034,0
2020-02-11T00:00:00.000Z,-0.7952086329460144,1,-0.31621730506204326,0.3296779223079118,1230,0,-0.3867069482803345,-0.6211725473403931,0.13747645914554596,0
2020-02-13T00:00:00.000Z,-0.8186437487602234,1,-0.2969909692875952,0.41384106967062123,1230,0,-0.4005979001522064,-0.6472963690757751,0.2829131782054901,0
2020-02-16T00:00:00.000Z,-0.7979719042778015,1,-0.31655680663311964,0.35135301201337266,1230,0,-0.3949114978313446,-0.6369020342826843,0.16067497432231903,0
2020-02-18T00:00:00.000Z,-0.7960282564163208,1,-0.3250420326582817,0.3732771400899416,1230,0,-0.40621963143348694,-0.6444047093391418,0.07909604161977768,0
2020-02-21T00:00:00.000Z,-0.6785955429077148,0.29116809368133545,-0.2968030744949655,0.1946001595651589,1230,0,-0.32757091522216797,-0.5118379592895508,0.05149285867810249,0.08130081300813026
2020-02-23T00:00:00.000Z,-0.3585638105869293,0.11697806417942047,-0.13972903825867952,0.07781523641166757,1230,0,-0.1432724893093109,-0.24361681938171387,-0.03092324733734131,14.715447154471553
2020-02-26T00:00:00.000Z,-0.8103901147842407,0.8364928960800171,-0.3682069130991466,0.28263814587318103,1230,0,-0.41958996653556824,-0.6522148847579956,0.020460357889533043,0
2020-02-28T00:00:00.000Z,-0.5112651586532593,0.573440670967102,-0.05859606824630708,0.12927991095424135,1230,0,-0.06407766789197922,-0.21456848084926605,0.09613601118326187,100
2020-03-02T00:00:00.000Z,-0.8128706216812134,1,-0.35194157017092015,0.340184096022718,1230,0,-0.42200326919555664,-0.6628314256668091,0.05484089255332947,0
