C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2023-10-23T00:00:00.000Z,-0.7036699056625366,1,-0.2057225251976317,0.3265033163947056,1221,0,-0.3096896708011627,-0.47459858655929565,0.357876718044281,0
2023-10-25T00:00:00.000Z,-0.6911764740943909,1,-0.2087772305077361,0.34422922503531606,1221,0,-0.32115060091018677,-0.4783042371273041,0.34221798181533813,0
2023-10-28T00:00:00.000Z,-0.660025417804718,1,-0.20672464605047955,0.3025020899118942,1221,0,-0.30339881777763367,-0.44702550768852234,0.3249776065349579,1.2285012285012287
2023-10-30T00:00:00.000Z,-0.6744714975357056,1,-0.21378332713007134,0.2955716114897045,1221,0,-0.3067665100097656,-0.4477008581161499,0.2975342571735382,0.08190008190008204
2023-11-02T00:00:00.000Z,-0.5902438759803772,0.5643564462661743,-0.20349513831268845,0.22198604836812807,1221,0,-0.27240774035453796,-0.39266303181648254,0.17843711376190186,0
2023-11-04T00:00:00.000Z,-0.7193448543548584,1,-0.24448711335757012,0.30550656956117855,1221,0,-0.3393719792366028,-0.4899834990501404,0.2503470480442047,0
2023-11-07T00:00:00.000Z,-0.7236064672470093,0.8445229530334473,-0.24991010271209532,0.2687688539208137,1221,0,-0.33351877331733704,-0.4741111993789673,0.19117647409439087,0.24570024570024582
2023-11-09T00:00:00.000Z,-0.6034867167472839,0.5812574028968811,-0.21764607666717056,0.2126935766577275,1221,0,-0.2871910035610199,-0.3982985317707062,0.13424436748027802,0.16380016380016402
2023-11-12T00:00:00.000Z,-0.5815542340278625,0.43250688910484314,-0.21672097827263276,0.1920390656161105,1221,0,-0.28151261806488037,-0.3827609717845917,0.11092918366193771,0
2023-11-14T00:00:00.000Z,-0.5808997750282288,0.3849056661128998,0.09466306125868369,0.1224684392059872,1221,0,0.1308404952287674,-0.07300576567649841,0.17242568731307983,99.91809991809993
2023-11-17T00:00:00.000Z,-0.5959715843200684,0.6130157113075256,-0.22343354553261136,0.22668379634971875,1221,0,-0.30341559648513794,-0.41068485379219055,0.14684723317623138,0.8190008190008193
2023-11-19T00:00:00.000Z,-0.46049046516418457,0.30718445777893066,-0.17918920972360483,0.1503818378073961,1221,0,-0.23346827924251556,-0.3058720529079437,0.08005082607269287,1.392301392301391
2023-11-22T00:00:00.000Z,-0.5204678177833557,0.4126984179019928,-0.19448912815083313,0.1848302991316896,1221,0,-0.26173633337020874,-0.3564240634441376,0.11738984286785126,0
2023-11-24T00:00:00.000Z,-0.739785373210907,1,-0.24110872295532948,0.3542380455681612,1221,0,-0.3740347623825073,-0.5137730836868286,0.27939075231552124,0
2023-11-27T00:00:00.000Z,0.014904417097568512,0.022016609087586403,0.018761823602923788,0.0011763037568598277,1221,0,0.01875917613506317,0.017241379246115685,0.02029920555651188,100
2023-11-29T00:00:00.000Z,-0.5370407700538635,0.6610549688339233,-0.19498725444533055,0.23518733099095948,1221,0,-0.2845485508441925,-0.37769874930381775,0.1874503642320633,0
