C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2019-10-24T00:00:00.000Z,-0.7184489965438843,1,-0.30750290019411414,0.36228869141325515,1240,0,-0.4226859211921692,-0.5837974548339844,0.3083778917789459,0
2019-10-29T00:00:00.000Z,-1,1,-0.3443899106570415,0.2433824803414082,1240,0,-0.3234820067882538,-0.6438736319541931,-0.08348294347524643,57.016129032258064
2019-11-03T00:00:00.000Z,-0.07239162176847458,0.05324998125433922,-0.001575194839455034,0.020540587600036166,1240,0,0.00037078236346133053,-0.02822663076221943,0.02276414819061756,100
2019-11-08T00:00:00.000Z,-0.41312336921691895,0.2374616116285324,-0.12963055260901926,0.08782765938441396,1240,0,-0.13370901346206665,-0.23962312936782837,-0.03262839838862419,78.30645161290323
2019-11-13T00:00:00.000Z,-0.4751356244087219,0.41295117139816284,-0.22328943298048073,0.1446493837265278,1240,0,-0.24829654395580292,-0.36218884587287903,-0.06144540011882782,0
2019-11-18T00:00:00.000Z,-0.6817708611488342,1,-0.33329159902097,0.24648307312014303,1240,0,-0.3960433006286621,-0.5282805562019348,-0.11133915185928345,0
2019-11-23T00:00:00.000Z,-0.7924618124961853,0.8590308427810669,-0.36262341892532635,0.2577507486611878,1240,0,-0.4300118684768677,-0.596928060054779,-0.0796029195189476,100
2019-11-28T00:00:00.000Z,-0.6114465594291687,0.718157172203064,-0.30259432132907976,0.20305089915549698,1240,0,-0.3593272268772125,-0.45839130878448486,-0.09520331025123596,0
2019-12-03T00:00:00.000Z,-0.7314095497131348,1,-0.3898570095080013,0.28943931184235494,1240,0,-0.48148149251937866,-0.5827033519744873,-0.14115092158317566,0
2019-12-08T00:00:00.000Z,-0.4399353861808777,0.24153298139572144,-0.2511465391519691,0.12181618757270447,1240,0,-0.2895556092262268,-0.3474788963794708,-0.10372406989336014,0
2019-12-13T00:00:00.000Z,-0.3984886705875397,0.22826552391052246,-0.1642439597969286,0.09950653644640406,1240,0,-0.16392377018928528,-0.29494816064834595,-0.047918304800987244,80.16129032258067
2019-12-18T00:00:00.000Z,-0.42850562930107117,0.28649216890335083,0.041743005795756176,0.05164645995725974,1240,0,0.04478573799133301,-0.008585016243159771,0.09189053624868393,100
2019-12-23T00:00:00.000Z,-0.7607735991477966,1,-0.41091719779276054,0.299010041616381,1240,0,-0.5105116963386536,-0.6334888339042664,-0.14859053492546082,0
2019-12-28T00:00:00.000Z,-0.056202661246061325,0.13452982902526855,0.03834683186120651,0.026055873953364023,1240,0,0.03825446218252182,0.005986394360661507,0.07166733592748642,100
2020-01-02T00:00:00.000Z,-0.16028648614883423,0.1973600685596466,0.02201474857423115,0.043407810842352054,1240,0,0.02529923804104328,-0.03325014188885689,0.07222127169370651,100
2020-01-07T00:00:00.000Z,-0.794592559337616,1,-0.4135193538484015,0.2910555290721875,1240,0,-0.4843595623970032,-0.6586527228355408,-0.1534195989370346,0
2020-01-12T00:00:00.000Z,-0.8102419972419739,1,-0.4270871020951156,0.28548659824711925,1240,0,-0.4871639907360077,-0.6816831827163696,-0.16613417863845825,0
2020-01-17T00:00:00.000Z,-0.22156257927417755,0.34895190596580505,0.05342667242952188,0.07848458361769346,1240,0,0.05189725011587143,-0.04609673097729683,0.15117304027080536,100
2020-01-22T00:00:00.000Z,-0.9088096618652344,1,-0.48042397501694434,0.3795827469101829,1240,0,-0.5858585834503174,-0.79107266664505,-0.1446722447872162,0
2020-01-27T00:00:00.000Z,-0.8122878670692444,1,-0.4291918202435726,0.2970529818996642,1240,0,-0.4789081811904907,-0.707402229309082,-0.13688760995864868,0
2020-02-01T00:00:00.000Z,-0.826056957244873,1,-0.44702809502393237,0.31120744151986673,1240,0,-0.5021582841873169,-0.7295346856117249,-0.15891294181346893,0
2020-02-06T00:00:00.000Z,-0.8295081853866577,1,-0.42287414039808113,0.3599181387824483,1240,0,-0.49757933616638184,-0.7306311726570129,0.005359056871384382,0
2020-02-11T00:00:00.000Z,-0.8261818289756775,1,-0.4196694006257116,0.36670089260159316,1240,0,-0.4954710006713867,-0.7392746210098267,-0.003927168902009726,0
2020-02-16T00:00:00.000Z,-0.8303571343421936,1,-0.43934368092807075,0.3486153816898783,1240,0,-0.5031912326812744,-0.7463942170143127,-0.09313464909791946,0
2020-02-21T00:00:00.000Z,-0.7963809967041016,1,-0.4071672601989594,0.3392026035791455,1240,0,-0.47448495030403137,-0.7136400938034058,0.010456796735525131,0
2020-02-26T00:00:00.000Z,-0.8552587032318115,1,-0.4549241549196476,0.3628151003388246,1240,0,-0.5405133366584778,-0.759644627571106,-0.09382423013448715,0
2020-03-02T00:00:00.000Z,-0.8417710661888123,1,-0.44620290394992623,0.3325039972411894,1240,0,-0.5231820344924927,-0.7259239554405212,-0.13134752213954926,0
2020-03-07T00:00:00.000Z,-0.40259453654289246,0.4778527319431305,0.038858018912721885,0.10177490934213711,1240,0,0.05402843654155731,-0.09943810850381851,0.13530559837818146,98.70967741935476
2020-03-12T00:00:00.000Z,-0.7919504642486572,1,-0.4030130545835894,0.2855203675416164,1240,0,-0.4721088409423828,-0.6373056769371033,-0.1686711609363556,1.85483870967742
2020-03-17T00:00:00.000Z,-0.7137186527252197,1,-0.38310699151817657,0.2581715750101807,1240,0,-0.44321608543395996,-0.5840796232223511,-0.1878732144832611,0
2020-03-22T00:00:00.000Z,-0.7151570320129395,1,-0.36812869410533744,0.26908552523866525,1240,0,-0.43968871235847473,-0.5727969408035278,-0.12719416618347168,0
2020-03-27T00:00:00.000Z,0.048277463763952255,0.09880636632442474,0.08711502999067305,0.005597900092440552,1240,0,0.08810136467218399,0.08036946505308151,0.09313943982124329,100
2020-04-01T00:00:00.000Z,-0.6253687143325806,0.7923186421394348,-0.3314411902191836,0.17245149527587006,1240,0,-0.37449970841407776,-0.4477972090244293,-0.20558977127075195,0
